"","ST","NP","BDSP","BLD","RMSP","TEN","FINCP","FPARC","HHL","NOC","MV","VEH","YBL"
"4335","25","04","03","02","07","1","000039000","2","1","02","5","2","03"
"4336","25","03","03","05","05","3","000020000","1","3","02","1","0","01"
"4337","25","02","02","05","04","3","000026300","4","4","00","3","1","02"
"4338","25","00","01","09","04","","","","","","","","06"
"4339","25","01","02","04","06","2","","","1","00","7","2","01"
"4340","25","00","01","08","04","","","","","","","","02"
"4341","25","01","","","","","","","","","","",""
"4342","25","03","03","02","09","1","000115000","4","1","00","6","4","04"
"4343","25","05","04","02","08","1","000111000","3","3","03","4","2","04"
"4344","25","02","01","06","03","3","","","1","00","1","2","05"
"4345","25","00","04","02","08","","","","","","","","05"
"4346","25","01","02","02","05","2","","","1","00","7","1","03"
"4347","25","00","02","05","05","","","","","","","","06"
"4348","25","02","02","05","04","3","000025000","2","1","01","3","1","01"
"4349","25","02","02","02","05","1","000062800","4","1","00","1","2","02"
"4350","25","00","02","02","04","","","","","","","","06"
"4351","25","02","04","02","08","1","","","1","00","1","2","12"
"4352","25","02","04","02","08","1","000132400","4","1","00","1","2","05"
"4353","25","02","03","02","07","2","","","1","00","1","0","01"
"4354","25","03","02","03","06","1","000230930","4","1","00","1","3","11"
"4355","25","02","03","02","07","1","","","1","00","4","2","05"
"4356","25","01","","","","","","","","","","",""
"4357","25","01","00","06","01","3","","","1","00","3","1","01"
"4358","25","01","01","07","03","3","","","1","00","2","1","01"
"4359","25","02","01","07","03","4","000004860","4","1","00","2","6","01"
"4360","25","02","03","02","06","2","000042730","4","1","00","5","2","01"
"4361","25","01","02","02","06","2","","","1","00","4","1","01"
"4362","25","01","03","02","05","1","","","1","00","5","1","06"
"4363","25","01","","","","","","","","","","",""
"4364","25","01","","","","","","","","","","",""
"4365","25","02","02","02","05","1","000338800","4","1","00","6","3","05"
"4366","25","02","03","02","06","1","000093400","4","3","00","4","2","04"
"4367","25","01","","","","","","","","","","",""
"4368","25","00","03","02","04","","","","","","","","08"
"4369","25","00","01","05","02","","","","","","","","01"
"4370","25","02","02","02","05","1","000086000","4","1","00","3","3","01"
"4371","25","01","01","05","03","3","","","2","00","1","0","04"
"4372","25","03","03","03","06","1","000020330","4","2","00","7","2","03"
"4373","25","01","01","05","04","3","","","1","00","2","1","04"
"4374","25","01","01","08","03","1","","","1","00","4","1","06"
"4375","25","01","02","02","04","1","","","1","00","5","1","03"
"4376","25","01","03","05","06","2","","","1","00","3","1","06"
"4377","25","03","04","02","10","1","000162000","1","1","01","3","2","11"
"4378","25","01","01","06","05","3","","","1","00","1","1","03"
"4379","25","00","02","02","07","","","","","","","","01"
"4380","25","02","03","02","07","1","000070000","4","1","00","4","2","08"
"4381","25","01","","","","","","","","","","",""
"4382","25","03","05","02","08","3","000006880","3","1","02","3","0","01"
"4383","25","00","00","08","01","","","","","","","","01"
"4384","25","02","02","07","05","3","000012500","4","1","00","5","0","01"
"4385","25","01","01","08","02","3","","","1","00","1","6","08"
"4386","25","01","01","09","04","1","","","1","00","2","1","12"
"4387","25","01","03","02","05","3","","","1","00","1","0","01"
"4388","25","02","02","04","04","3","000018100","2","1","01","3","1","01"
"4389","25","00","01","05","03","","","","","","","","01"
"4390","25","02","02","02","07","2","000037200","4","3","00","7","1","01"
"4391","25","01","","","","","","","","","","",""
"4392","25","03","04","02","12","1","000503000","2","1","01","4","3","08"
"4393","25","02","02","05","04","3","000060000","4","3","00","3","2","01"
"4394","25","02","01","05","03","3","","","2","00","1","1","01"
"4395","25","03","02","04","05","3","000030000","2","3","01","3","2","01"
"4396","25","01","01","05","03","1","","","1","00","4","1","01"
"4397","25","02","04","04","12","1","000143800","4","1","00","7","2","02"
"4398","25","02","03","03","05","1","000245300","4","1","00","1","2","13"
"4399","25","02","03","02","06","1","000070000","4","1","00","7","2","05"
"4400","25","02","02","03","05","2","000032300","4","1","00","4","1","08"
"4401","25","02","03","02","07","2","000077730","4","1","00","7","2","04"
"4402","25","01","","","","","","","","","","",""
"4403","25","03","04","02","07","1","000156500","4","3","00","6","3","02"
"4404","25","01","","","","","","","","","","",""
"4405","25","02","03","03","06","1","000198010","4","1","00","4","2","07"
"4406","25","02","02","06","03","3","000017600","2","1","01","7","1","05"
"4407","25","01","02","07","04","1","","","1","00","3","1","01"
"4408","25","01","","","","","","","","","","",""
"4409","25","01","02","02","04","2","","","3","00","7","1","03"
"4410","25","02","02","02","05","1","","","1","00","5","3","04"
"4411","25","04","02","04","04","1","000040700","2","3","02","4","2","04"
"4412","25","02","04","02","07","1","000020000","4","3","00","4","2","09"
"4413","25","01","","","","","","","","","","",""
"4414","25","01","","","","","","","","","","",""
"4415","25","04","05","02","10","2","000027050","4","1","00","2","4","09"
"4416","25","04","03","02","05","1","000466000","2","1","02","4","2","05"
"4417","25","01","02","09","04","3","","","3","00","4","0","05"
"4418","25","01","03","02","05","1","","","1","00","5","2","04"
"4419","25","00","02","09","04","","","","","","","","07"
"4420","25","01","00","09","01","3","","","3","00","3","1","05"
"4421","25","01","","","","","","","","","","",""
"4422","25","03","03","02","06","1","000155260","2","3","01","6","2","03"
"4423","25","01","00","09","01","3","","","1","00","1","1","01"
"4424","25","01","","","","","","","","","","",""
"4425","25","01","03","02","06","2","","","1","00","7","0","04"
"4426","25","02","04","02","12","1","000159200","4","1","00","5","3","04"
"4427","25","02","01","07","03","3","000047700","4","1","00","6","1","02"
"4428","25","02","02","03","06","2","000034500","4","1","00","1","1","08"
"4429","25","01","","","","","","","","","","",""
"4430","25","01","","","","","","","","","","",""
"4431","25","01","","","","","","","","","","",""
"4432","25","01","","","","","","","","","","",""
"4433","25","02","01","06","03","3","000005570","4","1","00","6","0","02"
"4434","25","02","02","05","05","3","000060000","4","3","00","6","1","03"
"4435","25","02","04","02","07","2","000235500","4","1","00","6","2","07"
"4436","25","01","01","09","02","3","","","1","00","2","1","03"
"4437","25","01","","","","","","","","","","",""
"4438","25","00","03","02","05","","","","","","","","06"
"4439","25","00","02","02","05","","","","","","","","06"
"4440","25","00","03","02","07","","","","","","","","01"
"4441","25","02","02","05","05","2","000136800","4","1","00","5","2","08"
"4442","25","01","","","","","","","","","","",""
"4443","25","01","04","02","09","2","","","1","00","7","1","05"
"4444","25","04","02","05","05","3","000039400","2","3","02","3","1","07"
"4445","25","01","01","09","04","1","","","1","00","3","1","10"
"4446","25","05","04","04","06","1","000087500","3","1","03","4","2","01"
"4447","25","01","","","","","","","","","","",""
"4448","25","01","03","04","05","3","","","1","00","1","0","04"
"4449","25","00","02","02","05","","","","","","","","03"
"4450","25","02","03","02","07","1","000089000","4","1","00","7","2","04"
"4451","25","01","01","09","03","3","","","1","00","4","0","06"
"4452","25","01","","","","","","","","","","",""
"4453","25","01","","","","","","","","","","",""
"4454","25","03","02","02","07","2","000099200","4","1","00","7","2","04"
"4455","25","06","09","02","09","3","","","3","00","3","1","03"
"4456","25","03","03","02","06","1","000031500","4","1","00","7","2","02"
"4457","25","01","02","02","06","2","","","1","00","7","1","01"
"4458","25","07","09","05","19","1","000174100","2","4","00","3","6","02"
"4459","25","01","02","02","06","1","","","1","00","5","0","01"
"4460","25","00","02","07","03","","","","","","","","07"
"4461","25","02","03","03","05","1","000175100","4","1","00","4","2","06"
"4462","25","01","","","","","","","","","","",""
"4463","25","00","05","02","06","","","","","","","","06"
"4464","25","05","05","02","09","2","000134600","2","3","00","7","3","01"
"4465","25","01","03","02","06","2","","","1","00","3","2","11"
"4466","25","01","01","09","03","3","","","1","00","4","1","06"
"4467","25","00","02","04","05","","","","","","","","01"
"4468","25","01","01","08","03","3","","","1","00","1","1","13"
"4469","25","03","03","02","07","1","000224000","2","3","01","2","2","14"
"4470","25","06","04","02","10","1","000749000","2","1","04","4","2","07"
"4471","25","02","03","02","06","2","000111000","4","1","00","6","2","03"
"4472","25","01","","","","","","","","","","",""
"4473","25","03","03","02","06","1","000203700","4","1","00","6","2","03"
"4474","25","02","02","09","04","3","000084600","4","1","00","3","1","08"
"4475","25","04","05","02","09","1","000034800","4","1","00","5","6","01"
"4476","25","01","03","02","06","2","","","1","00","7","1","04"
"4477","25","02","02","02","05","2","000052820","4","1","00","7","2","02"
"4478","25","04","02","05","04","3","000039500","2","1","02","4","1","01"
"4479","25","03","03","02","06","1","000081800","4","1","00","5","2","04"
"4480","25","02","03","02","08","2","000075000","4","1","00","7","2","03"
"4481","25","02","04","02","06","2","000135000","4","1","00","5","2","03"
"4482","25","01","","","","","","","","","","",""
"4483","25","04","05","04","06","1","000076800","4","1","00","6","2","01"
"4484","25","04","04","02","08","1","000076800","2","2","02","5","2","01"
"4485","25","01","02","06","04","3","","","1","00","1","1","05"
"4486","25","01","02","09","05","1","","","1","00","6","1","06"
"4487","25","01","","","","","","","","","","",""
"4488","25","04","04","02","08","1","000144000","2","1","01","5","2","06"
"4489","25","01","01","09","02","3","","","3","00","1","0","01"
"4490","25","01","","","","","","","","","","",""
"4491","25","06","03","02","06","1","000116000","3","1","04","3","2","12"
"4492","25","02","05","02","11","1","000101200","4","1","00","7","2","04"
"4493","25","01","02","04","04","3","","","1","00","1","1","03"
"4494","25","01","","","","","","","","","","",""
"4495","25","02","03","02","12","2","000541200","4","3","00","6","2","03"
"4496","25","01","05","02","11","2","","","1","00","4","2","04"
"4497","25","02","03","03","05","1","000121810","4","2","00","3","2","12"
"4498","25","02","03","02","07","2","000080200","4","1","00","7","1","03"
"4499","25","02","03","05","05","2","000022500","4","1","00","7","1","01"
"4500","25","01","02","02","06","1","","","1","00","7","1","04"
"4501","25","01","","","","","","","","","","",""
"4502","25","04","03","02","07","1","000070400","4","3","00","6","3","01"
"4503","25","02","02","03","07","1","000078400","4","1","00","3","2","06"
"4504","25","03","02","04","05","3","","","1","00","3","3","01"
"4505","25","01","","","","","","","","","","",""
"4506","25","02","02","09","04","2","000034000","4","1","00","1","2","05"
"4507","25","01","01","09","02","3","","","3","00","5","0","05"
"4508","25","02","04","02","08","2","000110000","4","3","00","6","1","04"
"4509","25","03","01","05","02","3","000022200","2","1","00","4","0","03"
"4510","25","02","02","07","04","3","000048000","4","1","00","1","1","01"
"4511","25","03","03","02","05","1","000073000","1","1","01","5","4","01"
"4512","25","01","","","","","","","","","","",""
"4513","25","02","08","02","13","2","000209000","4","1","00","7","3","01"
"4514","25","01","","","","","","","","","","",""
"4515","25","02","02","09","05","3","000175000","2","3","01","1","1","10"
"4516","25","02","02","07","03","3","","","1","00","1","1","01"
"4517","25","03","04","02","09","1","000129000","2","1","01","3","2","01"
"4518","25","02","02","04","04","3","","","1","00","3","1","03"
"4519","25","03","03","02","05","1","000100000","1","3","01","2","1","16"
"4520","25","02","01","08","03","3","","","1","00","2","0","03"
"4521","25","00","00","02","01","","","","","","","","01"
"4522","25","02","02","05","04","3","000008000","2","1","01","4","1","02"
"4523","25","03","03","05","05","3","000008100","1","1","00","6","0","01"
"4524","25","01","01","09","04","1","","","2","00","2","1","11"
"4525","25","00","01","09","04","","","","","","","","02"
"4526","25","01","02","05","06","1","","","1","00","1","1","07"
"4527","25","01","03","02","06","2","","","1","00","6","1","01"
"4528","25","01","01","09","02","2","","","3","00","4","0","07"
"4529","25","05","03","02","06","1","000138800","2","1","03","5","2","03"
"4530","25","01","","","","","","","","","","",""
"4531","25","04","03","02","07","1","000133000","2","1","02","5","2","03"
"4532","25","02","04","02","07","3","000100000","4","1","00","4","1","03"
"4533","25","02","01","05","03","2","000041200","4","3","00","7","0","03"
"4534","25","04","02","05","04","3","000110020","2","4","02","1","1","03"
"4535","25","01","","","","","","","","","","",""
"4536","25","03","05","02","09","3","000042200","2","1","01","4","2","06"
"4537","25","02","02","02","07","1","000158000","4","1","00","6","3","03"
"4538","25","02","03","02","08","1","","","1","00","5","2","01"
"4539","25","00","03","05","05","","","","","","","","01"
"4540","25","03","03","05","05","3","000000000","2","1","02","7","1","01"
"4541","25","02","03","05","06","2","","","1","00","7","1","01"
